 -0.133565296953E+02 -0.586808211919E+01 -0.178899759673E+01  0.488486813399E+00                      0.930637993586E+00  0.230463264719E-01
 -0.125896759411E+02 -0.588939182872E+01 -0.157801560087E+01  0.438468336491E+00                      0.939980445923E+00  0.207086167113E-01
 -0.118622892214E+02 -0.587283129055E+01 -0.136792318068E+01  0.389749656823E+00                      0.948559666251E+00  0.184876942638E-01
 -0.111425521669E+02 -0.580663175926E+01 -0.116742013448E+01  0.343432555650E+00                      0.956290356897E+00  0.164040582975E-01
 -0.104078723127E+02 -0.568448487671E+01 -0.982692213345E+00  0.300262437445E+00                      0.963138759282E+00  0.144720008128E-01
 -0.964813837412E+01 -0.550557129050E+01 -0.817413476211E+00  0.260682543665E+00                      0.969114822119E+00  0.126998509376E-01
 -0.886508471892E+01 -0.527392755422E+01 -0.673091456487E+00  0.224896337958E+00                      0.974261706110E+00  0.110905392212E-01
 -0.806916149952E+01 -0.499732583988E+01 -0.549578920292E+00  0.192925914930E+00                      0.978644853146E+00  0.964237730716E-02
 -0.727554017147E+01 -0.468591113664E+01 -0.445608832766E+00  0.164661748724E+00                      0.982342176172E+00  0.834995275082E-02
 -0.650048603124E+01 -0.435084338651E+01 -0.359263016592E+00  0.139903283471E+00                      0.985436182961E+00  0.720504943183E-02
 -0.575872846566E+01 -0.400313637344E+01 -0.288335180665E+00  0.118391434710E+00                      0.988008244956E+00  0.619752098005E-02
 -0.506195382725E+01 -0.365280066209E+01 -0.230584226975E+00  0.998342631060E-01                      0.990134835900E+00  0.531606589509E-02
 -0.441824556793E+01 -0.330831562027E+01 -0.183892936911E+00  0.839268443219E-01                      0.991885377016E+00  0.454887513669E-02
 -0.383218345926E+01 -0.297639548528E+01 -0.146354169995E+00  0.703661415966E-01                      0.993321278895E+00  0.388414249339E-02
 -0.330532109487E+01 -0.266198247290E+01 -0.116306439221E+00  0.588615927164E-01                      0.994495805224E+00  0.331044285641E-02
 -0.283682321456E+01 -0.236839197178E+01 -0.923370650330E-01  0.491421059137E-01                      0.995454454000E+00  0.281699302084E-02
 -0.242411808231E+01 -0.209754254926E+01 -0.732665336481E-01  0.409601545860E-01                      0.996235629018E+00  0.239381436693E-02
 -0.206348329977E+01 -0.185021856768E+01 -0.581234727133E-01  0.340936308720E-01                      0.996871443277E+00  0.203181789035E-02
 -0.175052901530E+01 -0.162632965952E+01 -0.461162974580E-01  0.283460550326E-01                      0.997388551056E+00  0.172283081201E-02
 -0.148057131189E+01 -0.142514571612E+01 -0.366051326767E-01  0.235456503014E-01                      0.997808946132E+00  0.145958148255E-02
 -0.124890443250E+01 -0.124549704570E+01 -0.290759499218E-01  0.195436955137E-01                      0.998150692162E+00  0.123565629588E-02
 -0.105098760711E+01 -0.108593687643E+01 -0.231177910543E-01  0.162124726775E-01                      0.998428570050E+00  0.104543934770E-02
 -0.882564027160E+00 -0.944867974544E+00 -0.184033051664E-01  0.134430417416E-01                      0.998654638974E+00  0.884042899175E-03
 -0.739728429889E+00 -0.820637565406E+00 -0.146724660021E-01  0.111430039828E-01                      0.998838714630E+00  0.747234454199E-03
 -0.618957389220E+00 -0.711605693914E+00 -0.117191584133E-01  0.923435944455E-02                      0.998988771892E+00  0.631364453945E-03
 -0.517113689140E+00 -0.616192206674E+00 -0.938025375852E-02  0.765152158940E-02                      0.999111280664E+00  0.533297199507E-03
 -0.431433568574E+00 -0.532907091836E+00 -0.752678832868E-02  0.633952176150E-02                      0.999211483970E+00  0.450346575737E-03
 -0.359503391371E+00 -0.460368245086E+00 -0.605688596828E-02  0.525241489074E-02                      0.999293626920E+00  0.380217400181E-03
 -0.299230474154E+00 -0.397310008870E+00 -0.489010787504E-02  0.435188394243E-02                      0.999361144396E+00  0.320952698807E-03
 -0.248811381452E+00 -0.342585149038E+00 -0.396295855657E-02  0.360603203351E-02                      0.999416814365E+00  0.270886860364E-03
 -0.206699919877E+00 -0.295162333063E+00 -0.322532140029E-02  0.298834636839E-02                      0.999462882771E+00  0.228604398945E-03
 -0.171576268379E+00 -0.254120671757E+00 -0.263763749141E-02  0.247681600239E-02                      0.999501165054E+00  0.192903924001E-03
 -0.142318109774E+00 -0.218642480377E+00 -0.216867614418E-02  0.205318502435E-02                      0.999533128527E+00  0.162766851172E-03
 -0.117974227134E+00 -0.188005095350E+00 -0.179377499251E-02  0.170232341380E-02                      0.999559959131E+00  0.137330365236E-03
 -0.977407541842E-01 -0.161572336661E+00 -0.149345180587E-02  0.141169911495E-02                      0.999582615478E+00  0.115864153094E-03
 -0.809400874068E-01 -0.138786019801E+00 -0.125231005557E-02  0.117093646727E-02                      0.999601872558E+00  0.977504490613E-04
 -0.670023529837E-01 -0.119157782902E+00 -0.105817631229E-02  0.971447835667E-03                      0.999618357070E+00  0.824669692044E-04
 -0.554492541732E-01 -0.102261393690E+00 -0.901420440818E-03  0.806126961616E-03                      0.999632575964E+00  0.695723507530E-04
 -0.458800897507E-01 -0.877256284539E-01 -0.774419841368E-03  0.669094134989E-03                      0.999644939497E+00  0.586937532595E-04
 -0.379597210369E-01 -0.752277643364E-01 -0.671137159157E-03  0.555484723701E-03                      0.999655779843E+00  0.495163178884E-04
 -0.314082662249E-01 -0.644876914013E-01 -0.586787359066E-03  0.461273878217E-03                      0.999665366117E+00  0.417742186865E-04
 -0.259923107737E-01 -0.552626278502E-01 -0.517575179705E-03  0.383131349142E-03                      0.999673916501E+00  0.352430741397E-04
 -0.215174378289E-01 -0.473424072213E-01 -0.460488019408E-03  0.318301325685E-03                      0.999681608036E+00  0.297335184446E-04
 -0.178219003806E-01 -0.405452979487E-01 -0.413132488918E-03  0.264503033112E-03                      0.999688584514E+00  0.250857596580E-04
 -0.147712754753E-01 -0.347143114790E-01 -0.373605371223E-03  0.219848533002E-03                      0.999694962859E+00  0.211649763416E-04
 -0.122539591543E-01 -0.297139538997E-01 -0.340391700715E-03  0.182774766112E-03                      0.999700838269E+00  0.178574257041E-04
 -0.101773782165E-01 -0.254273767362E-01 -0.312284224965E-03  0.151987378599E-03                      0.999706288369E+00  0.150671548228E-04
 -0.846481102049E-02 -0.217538845379E-01 -0.288319732405E-03  0.126414291735E-03                      0.999711376567E+00  0.127132225842E-04
 -0.705272415547E-02 -0.186067595759E-01 -0.267728688725E-03  0.105167325203E-03                      0.999716154758E+00  0.107273537981E-04
 -0.588854488058E-02 -0.159113670801E-01 -0.249895379591E-03  0.875104753675E-04                      0.999720665515E+00  0.905195878917E-05
 -0.492880078105E-02 -0.136035076934E-01 -0.234326351092E-03  0.728336918717E-04                      0.999724943849E+00  0.763846189825E-05
 -0.413756820547E-02 -0.116279870660E-01 -0.220625406648E-03  0.606311965703E-04                      0.999729018638E+00  0.644589096585E-05
 -0.348517984338E-02 -0.993737563945E-02 -0.208473786938E-03  0.504835549789E-04                      0.999732913783E+00  0.543968722609E-05
 -0.294714939921E-02 -0.849093461520E-02 -0.197614449121E-03  0.420428479019E-04                      0.999736649137E+00  0.459070128904E-05
 -0.250327784912E-02 -0.725368683105E-02 -0.187839589783E-03  0.350204045466E-04                      0.999740241258E+00  0.387434619508E-05
 -0.213691135398E-02 -0.619561376570E-02 -0.178980735935E-03  0.291766523259E-04                      0.999743704023E+00  0.326988302163E-05
 -0.183432566341E-02 -0.529096215052E-02 -0.170900870118E-03  0.243127160819E-04                      0.999747049117E+00  0.275981833165E-05
 -0.158421589111E-02 -0.451764569913E-02 -0.163488167580E-03  0.202634634705E-04                      0.999750286435E+00  0.232939597596E-05
 -0.137727396686E-02 -0.385672927760E-02 -0.156651011688E-03  0.168917460739E-04                      0.999753424407E+00  0.196616848757E-05
 -0.120583896467E-02 -0.329198444880E-02 -0.150314023460E-03  0.140836294067E-04                      0.999756470256E+00  0.165963560941E-05
 -0.106360794481E-02 -0.280950674801E-02 -0.144414896105E-03  0.117444409588E-04                      0.999759430219E+00  0.140093944368E-05
 -0.945396997933E-03 -0.239738630120E-02 -0.138901868969E-03  0.979549511297E-05                      0.999762309711E+00  0.118260735415E-05
 -0.846943901000E-03 -0.204542450000E-02 -0.133731709638E-03  0.817137827838E-05                      0.999765113472E+00  0.998335140440E-06
 -0.764745236216E-03 -0.174489041218E-02 -0.128868100182E-03  0.681769781549E-05                      0.999767845680E+00  0.842804174614E-06
 -0.695922030945E-03 -0.148831145081E-02 -0.124280344987E-03  0.568921502549E-05                      0.999770510042E+00  0.711527178189E-06
 -0.638108983948E-03 -0.126929356108E-02 -0.119942334704E-03  0.474829627126E-05                      0.999773109874E+00  0.600718151733E-06
 -0.589363183953E-03 -0.108236682520E-02 -0.115831714300E-03  0.396362768705E-05                      0.999775648159E+00  0.507182672282E-06
 -0.548088926882E-03 -0.922852942983E-03 -0.111929213911E-03  0.330914834525E-05                      0.999778127601E+00  0.428225367032E-06
 -0.512975820884E-03 -0.786751529826E-03 -0.108218109647E-03  0.276316452514E-05                      0.999780550666E+00  0.361571872026E-06
 -0.482947852814E-03 -0.670642593739E-03 -0.104683788238E-03  0.230761415658E-05                      0.999782919616E+00  0.305303006401E-06
 -0.457121492204E-03 -0.571602916579E-03 -0.101313394741E-03  0.192745582625E-05                      0.999785236536E+00  0.257799248550E-06
 -0.434771242614E-03 -0.487134379551E-03 -0.980955467503E-04  0.161016112960E-05                      0.999787503360E+00  0.217693900490E-06
 -0.415301327038E-03 -0.415102545165E-03 -0.950201019206E-04  0.134529278789E-05                      0.999789721891E+00  0.183833579711E-06
 -0.398222423288E-03 -0.353684042992E-03 -0.920779683014E-04  0.112415395853E-05                      0.999791893813E+00  0.155244891029E-06
 -0.383132555044E-03 -0.301321509618E-03 -0.892609490745E-04  0.939496657949E-06                      0.999794020707E+00  0.131106310834E-06
 -0.369701401171E-03 -0.256685008303E-03 -0.865616150025E-04  0.785279278165E-06                      0.999796104064E+00  0.110724467727E-06
 -0.357657415669E-03 -0.218639004899E-03 -0.839731992280E-04  0.656464886374E-06                      0.999798145291E+00  0.935141314244E-07
 -0.346777257705E-03 -0.186214106699E-03 -0.814895101386E-04  0.548853411910E-06                      0.999800145723E+00  0.789813295964E-07
 -0.336877119681E-03 -0.158582882915E-03 -0.791048588656E-04  0.458941997384E-06                      0.999802106626E+00  0.667091032187E-07
 -0.327805614208E-03 -0.135039181979E-03 -0.768139986631E-04  0.383808762922E-06                      0.999804029205E+00  0.563454876718E-07
 -0.319437941064E-03 -0.114980443790E-03 -0.746120739601E-04  0.321016038262E-06                      0.999805914611E+00  0.475933714542E-07
 -0.311671104766E-03 -0.978925764145E-04 -0.724945773087E-04  0.268529785894E-06                      0.999807763941E+00  0.402019388862E-07
 -0.304419994248E-03 -0.833370280575E-04 -0.704573128002E-04  0.224652492941E-06                      0.999809578245E+00  0.339594491421E-07
 -0.297614169758E-03 -0.709397378083E-04 -0.684963647960E-04  0.187967269584E-06                      0.999811358528E+00  0.286871427117E-07
 -0.291195229763E-03 -0.603816939266E-04 -0.666080710419E-04  0.157291273773E-06                      0.999813105754E+00  0.242340990823E-07
 -0.285114653404E-03 -0.513908672733E-04 -0.647889994156E-04  0.131636899036E-06                      0.999814820850E+00  0.204728969991E-07
 -0.279332032779E-03 -0.437353208312E-04 -0.630359276919E-04  0.110179425517E-06                      0.999816504703E+00  0.172959519154E-07
 -0.273813624704E-03 -0.372173248619E-04 -0.613458258345E-04  0.922300531061E-07                      0.999818158168E+00  0.146124248514E-07
 -0.268531164248E-03 -0.316683317738E-04 -0.597158404047E-04  0.772134172428E-07                      0.999819782067E+00  0.123456134248E-07
 -0.263460892719E-03 -0.269446858053E-04 -0.581432807606E-04  0.646488389848E-07                      0.999821377193E+00  0.104307497629E-07
 -0.258582761298E-03 -0.229239606513E-04 -0.566256067725E-04  0.541346864908E-07                      0.999822944307E+00  0.881314177864E-08
 -0.253879778537E-03 -0.195018336057E-04 -0.551604178343E-04  0.453353294134E-07                      0.999824484145E+00  0.744660421450E-08
 -0.249337475641E-03 -0.165894180213E-04 -0.537454429842E-04  0.379702545072E-07                      0.999825997415E+00  0.629213423728E-08
 -0.244943468197E-03 -0.141109872182E-04 -0.523785319847E-04  0.318049829461E-07                      0.999827484803E+00  0.531679342609E-08
 -0.240687096860E-03 -0.120020326714E-04 -0.510576472333E-04  0.266434899096E-07                      0.999828946969E+00  0.449276395809E-08
 -0.236559132676E-03 -0.102076076107E-04 -0.497808563989E-04  0.223218769790E-07                      0.999830384549E+00  0.379655182307E-08
 -0.232551535308E-03 -0.868091427167E-05 -0.485463256939E-04  0.187030894840E-07                      0.999831798161E+00  0.320831413965E-08
 -0.228657254581E-03 -0.738209911238E-05 -0.473523137082E-04  0.156725055708E-07                      0.999833188400E+00  0.271129122504E-08
 -0.224870067472E-03 -0.627722551420E-05 -0.461971657402E-04  0.131342526004E-07                      0.999834555841E+00  0.229132708952E-08
 -0.221184444129E-03 -0.533739792659E-05 -0.450793085710E-04  0.110081304969E-07                      0.999835901043E+00  0.193646457479E-08
 -0.217595437643E-03 -0.453801522057E-05 -0.439972456354E-04  0.922704167233E-08                      0.999837224542E+00  0.163660350526E-08
 -0.214098593280E-03 -0.385813426408E-05 -0.429495525500E-04  0.773484381493E-08                      0.999838526862E+00  0.138321203547E-08
 -0.210689873647E-03 -0.327992750967E-05 -0.419348729623E-04  0.648455571971E-08                      0.999839808506E+00  0.116908290758E-08
 -0.207365596906E-03 -0.278822075874E-05 -0.409519146922E-04  0.543685790879E-08                      0.999841069964E+00  0.988127624965E-09
 -0.204122385679E-03 -0.237009929359E-05 -0.399994461385E-04  0.455883943900E-08                      0.999842311709E+00  0.835202638229E-09
 -0.200957124729E-03 -0.201457230093E-05 -0.390762929279E-04  0.382295033639E-08                      0.999843534199E+00  0.705962559900E-09
 -0.197866925818E-03 -0.171228698922E-05 -0.381813347847E-04  0.320612580412E-08                      0.999844737879E+00  0.596736200895E-09
 -0.194849098470E-03 -0.145528506562E-05 -0.373135026042E-04  0.268905394397E-08                      0.999845923181E+00  0.504421877142E-09
 -0.191901125577E-03 -0.123679531644E-05 -0.364717757130E-04  0.225556339707E-08                      0.999847090521E+00  0.426398988052E-09
 -0.189020642979E-03 -0.105105695552E-05 -0.356551793017E-04  0.189211120244E-08                      0.999848240306E+00  0.360453335471E-09
 -0.186205422321E-03 -0.893169190697E-06 -0.348627820160E-04  0.158735441941E-08                      0.999849372928E+00  0.304714045920E-09
 -0.183453356602E-03 -0.758963128820E-06 -0.340936936965E-04  0.133179177092E-08                      0.999850488769E+00  0.257600291684E-09
 -0.180762447950E-03 -0.644892712044E-06 -0.333470632538E-04  0.111746382672E-08                      0.999851588199E+00  0.217776287145E-09
 -0.178130797218E-03 -0.547941865915E-06 -0.326220766710E-04  0.937702134501E-09                      0.999852671577E+00  0.184113273917E-09
 -0.175556595109E-03 -0.465545456255E-06 -0.319179551242E-04  0.786919283519E-09                      0.999853739253E+00  0.155657408491E-09
 -0.173038114551E-03 -0.395522006853E-06 -0.312339532126E-04  0.660433202180E-09                      0.999854791566E+00  0.131602635105E-09
 -0.170573704110E-03 -0.336016432732E-06 -0.305693572908E-04  0.554320090742E-09                      0.999855828844E+00  0.111267769233E-09
 -0.168161782274E-03 -0.285451302006E-06 -0.299234838971E-04  0.465291308733E-09                      0.999856851408E+00  0.940771375637E-10
 -0.165800832464E-03 -0.242485359407E-06 -0.292956782700E-04  0.390590304135E-09                      0.999857859569E+00  0.795442220465E-10
 -0.163489398643E-03 -0.205978232253E-06 -0.286853129495E-04  0.327906312453E-09                      0.999858853628E+00  0.672578414585E-10
 -0.161226081434E-03 -0.174960399555E-06 -0.280917864551E-04  0.275302089557E-09                      0.999859833880E+00  0.568704764857E-10
 -0.159009534676E-03 -0.148607641276E-06 -0.275145220374E-04  0.231153389916E-09                      0.999860800611E+00  0.480884055273E-10
 -0.156838462324E-03 -0.126219300930E-06 -0.269529664985E-04  0.194098276077E-09                      0.999861754097E+00  0.406633701554E-10
 -0.154711615677E-03 -0.107199793697E-06 -0.264065890758E-04  0.162994658101E-09                      0.999862694610E+00  0.343855328238E-10
 -0.152627790854E-03 -0.910428765618E-07 -0.258748803870E-04  0.136884723220E-09                      0.999863622413E+00  0.290775263003E-10
 -0.150585826501E-03 -0.773182688168E-07 -0.253573514306E-04  0.114965134682E-09                      0.999864537761E+00  0.245894254390E-10
 -0.148584601694E-03 -0.656602725026E-07 -0.248535326407E-04  0.965620616540E-10                      0.999865440903E+00  0.207944982130E-10
 -0.146623034007E-03 -0.557580944510E-07 -0.243629729906E-04  0.811102550213E-10                      0.999866332082E+00  0.175856151411E-10
 -0.144700077727E-03 -0.473476160125E-07 -0.238852391444E-04  0.681355118667E-10                      0.999867211535E+00  0.148722150065E-10
 -0.142814722205E-03 -0.402043943478E-07 -0.234199146521E-04  0.572399784691E-10                      0.999868079491E+00  0.125777406098E-10
 -0.140965990311E-03 -0.341377113539E-07 -0.229665991867E-04  0.480898312051E-10                      0.999868936174E+00  0.106374716879E-10
 -0.139152936998E-03 -0.289855137058E-07 -0.225249078204E-04  0.404049496875E-10                      0.999869781802E+00  0.899669343425E-11
 -0.137374647950E-03 -0.246101108281E-07 -0.220944703375E-04  0.339502591790E-10                      0.999870616588E+00  0.760914860717E-11
 -0.135630238317E-03 -0.208945174752E-07 -0.216749305829E-04  0.285284718134E-10                      0.999871440739E+00  0.643572928130E-11
 -0.133918851523E-03 -0.177393445065E-07 -0.212659458422E-04  0.239740000863E-10                      0.999872254457E+00  0.544337111241E-11
 -0.132239658131E-03 -0.150601558349E-07 -0.208671862541E-04  0.201478528579E-10                      0.999873057939E+00  0.460411874286E-11
 -0.130591854782E-03 -0.127852217755E-07 -0.204783342511E-04  0.169333549036E-10                      0.999873851377E+00  0.389433583926E-11
 -0.128974663181E-03 -0.108536094428E-07 -0.200990840282E-04  0.142325568262E-10                      0.999874634958E+00  0.329403736317E-11
 -0.127387329139E-03 -0.921355971612E-08 -0.197291410379E-04  0.119632237396E-10                      0.999875408865E+00  0.278632514718E-11
 -0.125829121656E-03 -0.782110783825E-08 -0.193682215096E-04  0.100563092085E-10                      0.999876173275E+00  0.235691078202E-11
 -0.124299332056E-03 -0.663891113410E-08 -0.190160519919E-04  0.845383607893E-11                      0.999876928362E+00  0.199371229862E-11
 -0.122797273156E-03 -0.563525279847E-08 -0.186723689179E-04  0.710711851487E-11                      0.999877674297E+00  0.168651322291E-11
 -0.121322278479E-03 -0.478319534883E-08 -0.183369181908E-04  0.597527018747E-11                      0.999878411243E+00  0.142667435052E-11
 -0.119873701497E-03 -0.405986129215E-08 -0.180094547889E-04  0.502395246370E-11                      0.999879139364E+00  0.120689008356E-11
 -0.118450914912E-03 -0.344582191702E-08 -0.176897423901E-04  0.422432390352E-11                      0.999879858816E+00  0.102098243481E-11
 -0.117053309967E-03 -0.292457798178E-08 -0.173775530132E-04  0.355215862519E-11                      0.999880569753E+00  0.863726872419E-12
 -0.115680295787E-03 -0.248211850155E-08 -0.170726666771E-04  0.298710633772E-11                      0.999881272325E+00  0.730705080004E-12
 -0.114331298746E-03 -0.210654590529E-08 -0.167748710744E-04  0.251207123029E-11                      0.999881966680E+00  0.618180469618E-12
 -0.113005761865E-03 -0.178775759265E-08 -0.164839612615E-04  0.211269058900E-11                      0.999882652961E+00  0.522992929139E-12
 -0.111703144232E-03 -0.151717541589E-08 -0.161997393621E-04  0.177689709686E-11                      0.999883331307E+00  0.442469830187E-12
 -0.110422920446E-03 -0.128751588383E-08 -0.159220142845E-04  0.149455135929E-11                      0.999884001855E+00  0.374350782756E-12
 -0.109164580085E-03 -0.109259496546E-08 -0.156506014517E-04  0.125713336622E-11                      0.999884664740E+00  0.316724011669E-12
 -0.107927627193E-03 -0.927162290513E-09 -0.153853225439E-04  0.105748342022E-11                      0.999885320092E+00  0.267972558658E-12
 -0.106711579793E-03 -0.786760324992E-09 -0.151260052523E-04  0.889584585116E-12                      0.999885968038E+00  0.226728791644E-12
 -0.105515969413E-03 -0.667604764367E-09 -0.148724830439E-04  0.748379988217E-12                      0.999886608703E+00  0.191835937647E-12
 -0.104340340635E-03 -0.566482951311E-09 -0.146245949372E-04  0.629619382010E-12                      0.999887242210E+00  0.162315554172E-12
 -0.103184250657E-03 -0.480667604973E-09 -0.143821852872E-04  0.529730270724E-12                      0.999887868677E+00  0.137340021733E-12
 -0.102047268882E-03 -0.407843556495E-09 -0.141451035803E-04  0.445709661906E-12                      0.999888488222E+00  0.116209281951E-12
 -0.100928976508E-03 -0.346045532174E-09 -0.139132042381E-04  0.375033136248E-12                      0.999889100958E+00  0.983311655327E-13
 -0.998289661492E-04 -0.293605320231E-09 -0.136863464293E-04  0.315578460043E-12                      0.999889706997E+00  0.832047557895E-13
 -0.987468414585E-04 -0.249106907472E-09 -0.134643938902E-04  0.265561410390E-12                      0.999890306448E+00  0.704063189941E-13
 -0.976822167743E-04 -0.211348384891E-09 -0.132472147533E-04  0.223481857157E-12                      0.999890899419E+00  0.595774052959E-13
 -0.966347167746E-04 -0.179309601980E-09 -0.130346813818E-04  0.188078459631E-12                      0.999891486013E+00  0.504147851359E-13
 -0.956039761464E-04 -0.152124703130E-09 -0.128266702129E-04  0.158290599081E-12                      0.999892066333E+00  0.426619378549E-13
 -0.945896392667E-04 -0.129058810000E-09 -0.126230616065E-04  0.133226389585E-12                      0.999892640479E+00  0.361018529423E-13
 -0.935913598959E-04 -0.109488224579E-09 -0.124237397006E-04  0.112135794962E-12                      0.999893208549E+00  0.305509413711E-13
 -0.926088008821E-04 -0.928836218903E-10 -0.122285922733E-04  0.943880354446E-13                      0.999893770639E+00  0.258538857356E-13
 -0.916416338762E-04 -0.787957812880E-10 -0.120375106095E-04  0.794525984537E-13                      0.999894326843E+00  0.218792843561E-13
 -0.906895390574E-04 -0.668434732724E-10 -0.118503893741E-04  0.668832776193E-13                      0.999894877253E+00  0.185159668726E-13
 -0.897522048689E-04 -0.567031765063E-10 -0.116671264898E-04  0.563047563587E-13                      0.999895421959E+00  0.156698777539E-13
 -0.888293277629E-04 -0.481003487534E-10 -0.114876230203E-04  0.474013297064E-13                      0.999895961049E+00  0.132614401345E-13
 -0.879206119546E-04 -0.408020171302E-10 -0.113117830582E-04  0.399074230780E-13                      0.999896494610E+00  0.112233259073E-13
 -0.870257691854E-04 -0.346104884433E-10 -0.111395136171E-04  0.335996212225E-13                      0.999897022726E+00  0.949856943101E-14
 -0.861445184941E-04 -0.293580104444E-10 -0.109707245285E-04  0.282899664477E-13                      0.999897545480E+00  0.803897187225E-14
 -0.852765859963E-04 -0.249019100004E-10 -0.108053283428E-04  0.238211159910E-13                      0.999898062953E+00  0.680375138051E-14
 -0.844217046717E-04 -0.211221192839E-10 -0.106432402338E-04  0.200583092222E-13                      0.999898575226E+00  0.575840119976E-14
 -0.835796141583E-04 -0.179157685917E-10 -0.104843779075E-04  0.168905334188E-13                      0.999899082375E+00  0.487372366856E-14
